ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,DEALSIZE
10339,27,100,2,2810.7,1,4,11,2004,Planes,84,Small
10353,27,100,1,3515.67,1,4,12,2004,Planes,84,Medium
10374,42,69.27,2,2909.34,1,1,2,2005,Planes,84,Small
10398,34,76.88,15,2613.92,1,1,3,2005,Planes,84,Small
10416,15,98.84,4,1482.6,1,2,5,2005,Planes,84,Small
10107,29,70.87,6,2055.23,1,1,2,2003,Motorcycles,60,Small
10120,46,58.15,4,2674.9,1,2,4,2003,Motorcycles,60,Small
10134,30,61.78,6,1853.4,1,3,7,2003,Motorcycles,60,Small
10145,30,49.67,10,1490.1,1,3,8,2003,Motorcycles,60,Small
10159,42,51.48,18,2162.16,1,4,10,2003,Motorcycles,60,Small
10168,46,61.18,5,2814.28,1,4,10,2003,Motorcycles,60,Small
10180,25,64.2,13,1605,1,4,11,2003,Motorcycles,60,Small
10188,32,65.42,5,2093.44,1,4,11,2003,Motorcycles,60,Small
10201,30,64.81,6,1944.3,1,4,12,2003,Motorcycles,60,Small
10210,40,49.67,3,1986.8,1,1,1,2004,Motorcycles,60,Small
10223,28,60.57,5,1695.96,1,1,2,2004,Motorcycles,60,Small
10236,23,55.72,2,1281.56,1,2,4,2004,Motorcycles,60,Small
10251,29,61.18,6,1774.22,1,2,5,2004,Motorcycles,60,Small
10263,34,58.75,6,1997.5,1,2,6,2004,Motorcycles,60,Small
10275,37,63.6,5,2353.2,1,3,7,2004,Motorcycles,60,Small
10285,20,49.06,10,981.2,1,3,8,2004,Motorcycles,60,Small
10298,32,48.46,2,1550.72,1,3,9,2004,Motorcycles,60,Small
10308,34,52.09,3,1771.06,1,4,10,2004,Motorcycles,60,Small
10318,42,52.7,5,2213.4,1,4,11,2004,Motorcycles,60,Small
10329,38,100,12,5266.04,1,4,11,2004,Motorcycles,60,Medium
10339,30,62.16,1,1864.8,1,4,11,2004,Motorcycles,60,Small
10362,23,49.67,3,1142.41,1,1,1,2005,Motorcycles,60,Small
10374,22,53.3,4,1172.6,1,1,2,2005,Motorcycles,60,Small
10389,39,100,5,6981,1,1,3,2005,Motorcycles,60,Medium
10402,55,55.72,2,3064.6,1,2,4,2005,Motorcycles,60,Medium
10101,26,100,1,3773.38,1,1,1,2003,Vintage Cars,168,Medium
10110,31,100,1,5074.39,1,1,3,2003,Vintage Cars,168,Medium
10125,34,100,2,6483.46,1,2,5,2003,Vintage Cars,168,Medium
10139,41,100,8,7956.46,1,3,7,2003,Vintage Cars,168,Large
10149,23,100,5,4230.62,1,3,9,2003,Vintage Cars,168,Medium
10162,48,100,3,7209.12,1,4,10,2003,Vintage Cars,168,Large
10173,22,100,7,3452.68,1,4,11,2003,Vintage Cars,168,Medium
10182,21,100,4,3047.73,1,4,11,2003,Vintage Cars,168,Medium
10193,22,100,8,3675.32,1,4,11,2003,Vintage Cars,168,Medium
10205,40,100,3,7492.4,1,4,12,2003,Vintage Cars,168,Large
10214,50,100,1,9534.5,1,1,1,2004,Vintage Cars,168,Large
10227,29,100,4,5579.02,1,1,3,2004,Vintage Cars,168,Medium
10244,43,100,8,5950.34,1,2,4,2004,Vintage Cars,168,Medium
10255,24,100,1,3726,1,2,6,2004,Vintage Cars,168,Medium
10280,22,100,10,4455,1,3,8,2004,Vintage Cars,168,Medium
10289,43,100,3,8272.34,1,3,9,2004,Vintage Cars,168,Large
10304,20,100,14,3577.6,1,4,10,2004,Vintage Cars,168,Medium
10312,25,100,11,3881.25,1,4,10,2004,Vintage Cars,168,Medium
10322,36,100,2,5797.44,1,4,11,2004,Vintage Cars,168,Medium
10332,24,52.67,1,1264.08,1,4,11,2004,Vintage Cars,168,Small
10347,21,100,6,4815.3,1,4,11,2004,Vintage Cars,168,Medium
10356,30,100,1,4462.2,1,4,12,2004,Vintage Cars,168,Medium
10380,21,47.18,8,990.78,1,1,2,2005,Vintage Cars,168,Small
10390,26,78.11,7,2030.86,1,1,3,2005,Vintage Cars,168,Small
10109,26,100,1,3157.44,1,1,3,2003,Classic Cars,132,Medium
10123,46,100,3,5161.2,1,2,5,2003,Classic Cars,132,Medium
10137,37,100,3,4346.76,1,3,7,2003,Classic Cars,132,Medium
10148,27,100,10,3528.36,1,3,9,2003,Classic Cars,132,Medium
10161,23,100,9,3187.8,1,4,10,2003,Classic Cars,132,Medium
10172,39,100,7,6023.16,1,4,11,2003,Classic Cars,132,Medium
10181,27,100,3,3884.76,1,4,11,2003,Classic Cars,132,Medium
10192,38,100,8,4965.84,1,4,11,2003,Classic Cars,132,Medium
10204,27,100,14,4169.88,1,4,12,2003,Classic Cars,132,Medium
10212,40,100,7,4910.4,1,1,1,2004,Classic Cars,132,Medium
10226,24,100,5,3231.36,1,1,2,2004,Classic Cars,132,Medium
10241,44,100,12,6853.44,1,2,4,2004,Classic Cars,132,Medium
10253,37,100,2,5177.04,0,2,6,2004,Classic Cars,132,Medium
10266,20,100,3,2824.8,1,3,7,2004,Classic Cars,132,Small
10278,39,100,3,4324.32,1,3,8,2004,Classic Cars,132,Medium
10287,44,100,1,5052.96,1,3,8,2004,Classic Cars,132,Medium
10301,22,100,5,3223.44,1,4,10,2003,Classic Cars,132,Medium
10311,43,100,10,5278.68,1,4,10,2004,Classic Cars,132,Medium
10321,27,100,7,2851.2,1,4,11,2004,Classic Cars,132,Small
10331,26,64.9,10,1687.4,1,4,11,2004,Classic Cars,132,Small
10343,25,52.32,3,1308,1,4,11,2004,Classic Cars,132,Small
10366,49,100,2,6144.6,1,1,1,2005,Classic Cars,132,Medium
10379,29,100,5,5127.2,1,1,2,2005,Classic Cars,132,Medium
10419,55,100,2,7695.6,1,2,5,2005,Classic Cars,132,Large
10103,27,83.07,12,2242.89,1,1,1,2003,Vintage Cars,101,Small
10112,23,100,2,2539.89,1,1,3,2003,Vintage Cars,101,Small
10126,31,90.17,12,2795.27,1,2,5,2003,Vintage Cars,101,Small
10139,46,100,1,5545.76,1,3,7,2003,Vintage Cars,101,Medium
10150,47,91.18,9,4285.46,1,3,9,2003,Vintage Cars,101,Medium
10163,31,100,2,3329.09,1,4,10,2003,Vintage Cars,101,Medium
10174,46,100,5,5592.22,1,4,11,2003,Vintage Cars,101,Medium
10183,37,89.15,9,3298.55,1,4,11,2003,Vintage Cars,101,Medium
10193,28,93.21,1,2609.88,1,4,11,2003,Vintage Cars,101,Small
10206,37,90.17,7,3336.29,1,4,12,2003,Vintage Cars,101,Medium
10215,49,100,4,5510.05,1,1,1,2004,Vintage Cars,101,Medium
10228,24,100,3,2504.4,1,1,3,2004,Vintage Cars,101,Small
10244,30,100,1,3525.6,1,2,4,2004,Vintage Cars,101,Medium
10257,50,88.14,1,4407,1,2,6,2004,Vintage Cars,101,Medium
10270,31,96.24,10,2983.44,1,3,7,2004,Vintage Cars,101,Small
10280,46,100,3,5126.24,1,3,8,2004,Vintage Cars,101,Medium
10291,47,100,12,5713.79,1,3,9,2004,Vintage Cars,101,Medium
10304,46,100,7,4613.8,1,4,10,2004,Vintage Cars,101,Medium
10312,37,100,4,3711.1,1,4,10,2004,Vintage Cars,101,Medium
10322,33,100,12,3524.73,1,4,11,2004,Vintage Cars,101,Medium
10333,31,90.17,5,2795.27,1,4,11,2004,Vintage Cars,101,Small
10347,48,100,9,4814.4,1,4,11,2004,Vintage Cars,101,Medium
10357,41,87.13,6,3572.33,1,4,12,2004,Vintage Cars,101,Medium
10369,42,100,1,4581.36,1,1,1,2005,Vintage Cars,101,Medium
10381,41,100,8,4319.76,1,1,2,2005,Vintage Cars,101,Medium
10391,32,45.25,6,1448,1,1,3,2005,Vintage Cars,101,Small
10103,35,57.46,14,2011.1,1,1,1,2003,Vintage Cars,62,Small
10111,28,64.33,2,1801.24,1,1,3,2003,Vintage Cars,62,Small
10126,46,73.7,14,3390.2,1,2,5,2003,Vintage Cars,62,Medium
10139,20,71.2,3,1424,1,3,7,2003,Vintage Cars,62,Small
10150,30,49.97,11,1499.1,1,3,9,2003,Vintage Cars,62,Small
10163,48,69.96,4,3358.08,1,4,10,2003,Vintage Cars,62,Medium
10173,28,53.72,2,1504.16,1,4,11,2003,Vintage Cars,62,Small
10183,39,68.08,11,2655.12,1,4,11,2003,Vintage Cars,62,Small
10193,24,51.84,3,1244.16,1,4,11,2003,Vintage Cars,62,Small
10206,28,67.46,9,1888.88,1,4,12,2003,Vintage Cars,62,Small
10215,31,58.71,6,1820.01,1,1,1,2004,Vintage Cars,62,Small
10228,45,63.71,5,2866.95,1,1,3,2004,Vintage Cars,62,Small
10244,24,58.09,3,1394.16,1,2,4,2004,Vintage Cars,62,Small
10257,49,53.72,3,2632.28,1,2,6,2004,Vintage Cars,62,Small
10269,32,63.08,1,2018.56,1,3,7,2004,Vintage Cars,62,Small
10280,43,68.71,5,2954.53,1,3,8,2004,Vintage Cars,62,Small
10291,37,50.59,14,1871.83,1,3,9,2004,Vintage Cars,62,Small
10304,24,64.96,9,1559.04,1,4,10,2004,Vintage Cars,62,Small
10312,35,53.72,6,1880.2,1,4,10,2004,Vintage Cars,62,Small
10322,41,29.87,13,1224.67,1,4,11,2004,Vintage Cars,62,Small
10332,26,100,17,2979.08,1,4,11,2004,Vintage Cars,62,Small
10347,34,64.96,10,2208.64,1,4,11,2004,Vintage Cars,62,Small
10357,49,70.58,5,3458.42,1,4,12,2004,Vintage Cars,62,Medium
10369,28,44.21,6,1237.88,1,1,1,2005,Vintage Cars,62,Small
10381,40,68.08,4,2723.2,1,1,2,2005,Vintage Cars,62,Small
10392,37,59.96,3,2218.52,1,1,3,2005,Vintage Cars,62,Small
10106,41,83.44,18,3421.04,1,1,2,2003,Ships,86,Medium
10119,21,89.46,9,1878.66,1,2,4,2003,Ships,86,Small
10130,40,96.34,2,3853.6,1,2,6,2003,Ships,86,Medium
10143,46,74.84,13,3442.64,1,3,8,2003,Ships,86,Medium
10155,44,79.14,11,3482.16,1,4,10,2003,Ships,86,Medium
10167,46,73.12,7,3363.52,0,4,10,2003,Ships,86,Medium
10178,41,81.72,10,3350.52,1,4,11,2003,Ships,86,Medium
10186,32,89.46,7,2862.72,1,4,11,2003,Ships,86,Small
10197,46,87.74,4,4036.04,1,4,11,2003,Ships,86,Medium
10209,28,100,6,2817.92,1,1,1,2004,Ships,86,Small
10222,49,94.62,10,4636.38,1,1,2,2004,Ships,86,Medium
10248,21,73.98,1,1553.58,0,2,5,2004,Ships,86,Small
10262,32,84.3,15,2697.6,0,2,6,2004,Ships,86,Small
10273,34,98.06,2,3334.04,1,3,7,2004,Ships,86,Medium
10283,21,98.06,4,2059.26,1,3,8,2004,Ships,86,Small
10296,21,96.34,13,2023.14,1,3,9,2004,Ships,86,Small
10307,31,83.44,7,2586.64,1,4,10,2004,Ships,86,Small
10316,21,94.62,15,1987.02,1,4,11,2004,Ships,86,Small
10338,28,82.58,3,2312.24,1,4,11,2004,Ships,86,Small
10350,43,64.97,6,2793.71,1,4,12,2004,Ships,86,Small
10373,22,86.74,5,1908.28,1,1,1,2005,Ships,86,Small
10398,28,72.26,18,2023.28,1,1,3,2005,Ships,86,Small
10400,30,74.84,7,2245.2,1,2,4,2005,Ships,86,Small
10103,25,100,13,2539.5,1,1,1,2003,Vintage Cars,104,Small
10111,43,100,1,4818.15,1,1,3,2003,Vintage Cars,104,Medium
10126,30,97.39,13,2921.7,1,2,5,2003,Vintage Cars,104,Small
10139,20,90.06,2,1801.2,1,3,7,2003,Vintage Cars,104,Small
10150,26,100,10,2804.36,1,3,9,2003,Vintage Cars,104,Small
10163,40,100,3,4900.8,1,4,10,2003,Vintage Cars,104,Medium
10173,31,89.01,1,2759.31,1,4,11,2003,Vintage Cars,104,Small
10183,22,100,10,2488.2,1,4,11,2003,Vintage Cars,104,Small
10193,23,100,2,2769.89,1,4,11,2003,Vintage Cars,104,Small
10206,30,100,8,3581.4,1,4,12,2003,Vintage Cars,104,Medium
10215,49,100,5,5285.14,1,1,1,2004,Vintage Cars,104,Medium
10228,31,100,4,3181.53,1,1,3,2004,Vintage Cars,104,Medium
10244,29,100,2,3340.51,1,2,4,2004,Vintage Cars,104,Medium
10257,37,84.82,2,3138.34,1,2,6,2004,Vintage Cars,104,Medium
10270,38,100,11,4775.08,1,3,7,2004,Vintage Cars,104,Medium
10280,29,100,4,3006.43,1,3,8,2004,Vintage Cars,104,Medium
10291,23,100,13,2866.26,1,3,9,2004,Vintage Cars,104,Small
10304,26,85.87,8,2232.62,1,4,10,2004,Vintage Cars,104,Small
10312,38,100,5,4457.02,1,4,10,2004,Vintage Cars,104,Medium
10322,48,47.04,7,2257.92,1,4,11,2004,Vintage Cars,104,Small
10332,40,39.8,18,1592,1,4,11,2004,Vintage Cars,104,Small
10347,45,100,11,4948.2,1,4,11,2004,Vintage Cars,104,Medium
10357,44,100,4,5160.76,1,4,12,2004,Vintage Cars,104,Medium
10369,21,94.22,5,1978.62,1,1,1,2005,Vintage Cars,104,Small
10381,35,100,5,4288.2,1,1,2,2005,Vintage Cars,104,Medium
10392,29,86.92,2,2520.68,1,1,3,2005,Vintage Cars,104,Small
10105,22,100,11,3065.04,1,1,2,2003,Vintage Cars,136,Medium
10117,26,100,5,3551.34,1,2,4,2003,Vintage Cars,136,Medium
10128,41,100,2,5544.02,1,2,6,2003,Vintage Cars,136,Medium
10142,47,100,8,6034.33,1,3,8,2003,Vintage Cars,136,Medium
10153,31,100,7,3641.57,1,3,9,2003,Vintage Cars,136,Medium
10166,43,100,2,6930.74,1,4,10,2003,Vintage Cars,136,Medium
10177,23,100,9,3675.63,1,4,11,2003,Vintage Cars,136,Medium
10185,28,100,9,3442.04,1,4,11,2003,Vintage Cars,136,Medium
10196,49,100,1,6893.81,1,4,11,2003,Vintage Cars,136,Medium
10208,24,100,9,2622.48,1,1,1,2004,Vintage Cars,136,Small
10221,33,100,3,4417.38,1,1,2,2004,Vintage Cars,136,Medium
10232,22,100,6,3606.02,1,1,3,2004,Vintage Cars,136,Medium
10248,32,100,12,3802.56,0,2,5,2004,Vintage Cars,136,Medium
10273,40,100,13,5026.4,1,3,7,2004,Vintage Cars,136,Medium
10282,43,100,1,6695.53,1,3,8,2004,Vintage Cars,136,Medium
10293,24,100,4,2819.28,1,3,9,2004,Vintage Cars,136,Small
10306,32,100,9,3759.04,1,4,10,2004,Vintage Cars,136,Medium
10314,20,100,1,2731.8,1,4,10,2004,Vintage Cars,136,Small
10325,24,69.12,9,1658.88,1,4,11,2004,Vintage Cars,136,Small
10336,48,100,12,5778.24,1,4,11,2004,Vintage Cars,136,Medium
10350,44,100,1,5191.12,1,4,12,2004,Vintage Cars,136,Medium
10372,28,100,3,3862.88,1,1,1,2005,Vintage Cars,136,Medium
10383,24,61.52,9,1476.48,1,1,2,2005,Vintage Cars,136,Small
10396,33,100,2,5273.73,1,1,3,2005,Vintage Cars,136,Medium
10104,23,100,13,4556.99,1,1,1,2003,Classic Cars,169,Medium
10109,46,100,5,8257,1,1,3,2003,Classic Cars,169,Large
10114,48,100,4,8209.44,1,2,4,2003,Classic Cars,169,Large
10122,25,100,3,3598.5,1,2,5,2003,Classic Cars,169,Medium
10127,22,100,15,3837.24,1,2,6,2003,Classic Cars,169,Medium
10136,41,100,3,8331.61,1,3,7,2003,Classic Cars,169,Large
10141,34,100,9,4836.5,1,3,8,2003,Classic Cars,169,Medium
10148,32,100,14,5418.88,1,3,9,2003,Classic Cars,169,Medium
10151,21,100,7,3734.01,1,3,9,2003,Classic Cars,169,Medium
10160,20,100,1,3996.4,1,4,10,2003,Classic Cars,169,Medium
10165,47,100,16,8754.69,1,4,10,2003,Classic Cars,169,Large
10171,39,100,3,5481.45,1,4,11,2003,Classic Cars,169,Medium
10175,29,100,5,4419.89,1,4,11,2003,Classic Cars,169,Medium
10181,45,100,7,6324.75,1,4,11,2003,Classic Cars,169,Medium
10184,28,100,10,4409.72,1,4,11,2003,Classic Cars,169,Medium
10192,26,100,12,3918.46,1,4,11,2003,Classic Cars,169,Medium
10195,50,100,10,7620.5,1,4,11,2003,Classic Cars,169,Large
10203,48,100,1,8291.04,1,4,12,2003,Classic Cars,169,Large
10207,25,100,11,3937.25,1,4,12,2003,Classic Cars,169,Medium
10212,40,100,11,5554.4,1,1,1,2004,Classic Cars,169,Medium
10225,43,100,2,6407.86,1,1,2,2004,Classic Cars,169,Medium
10229,22,100,5,4172.52,1,1,3,2004,Classic Cars,169,Medium
10239,47,100,1,7083.37,1,2,4,2004,Classic Cars,169,Large
10246,36,100,9,7132.68,1,2,5,2004,Classic Cars,169,Large
10253,40,100,6,6773.6,0,2,6,2004,Classic Cars,169,Medium
10259,27,100,8,3657.69,1,2,6,2004,Classic Cars,169,Medium
10266,29,100,7,4812.55,1,3,7,2004,Classic Cars,169,Medium
10271,20,100,9,3928.6,1,3,7,2004,Classic Cars,169,Medium
10278,42,100,7,6401.22,1,3,8,2004,Classic Cars,169,Medium
10281,25,100,5,4191.25,1,3,8,2004,Classic Cars,169,Medium
10287,36,100,5,5852.52,1,3,8,2004,Classic Cars,169,Medium
10292,21,100,12,2844.87,1,3,9,2004,Classic Cars,169,Small
10301,23,100,9,4011.66,1,4,10,2003,Classic Cars,169,Medium
10305,37,100,9,7455.87,1,4,10,2004,Classic Cars,169,Large
10310,48,100,3,8940.96,1,4,10,2004,Classic Cars,169,Large
10313,25,100,3,4572.25,1,4,10,2004,Classic Cars,169,Medium
10321,33,100,11,5700.09,1,4,11,2004,Classic Cars,169,Medium
10324,27,100,12,3155.49,1,4,11,2004,Classic Cars,169,Medium
10331,27,100,11,4170.69,1,4,11,2004,Classic Cars,169,Medium
10342,30,100,4,5029.5,1,4,11,2004,Classic Cars,169,Medium
10349,48,100,6,7396.8,1,4,12,2004,Classic Cars,169,Large
10358,32,93.49,12,2991.68,1,4,12,2004,Classic Cars,169,Small
10366,34,100,1,6275.72,1,1,1,2005,Classic Cars,169,Medium
10370,27,56.85,9,1534.95,1,1,1,2005,Classic Cars,169,Small
10377,39,100,3,7264.53,1,1,2,2005,Classic Cars,169,Large
10383,47,100,6,6869.05,1,1,2,2005,Classic Cars,169,Medium
10394,22,100,5,3353.02,1,1,3,2005,Classic Cars,169,Medium
10405,55,100,1,8289.05,1,2,4,2005,Classic Cars,169,Large
10412,60,100,9,11887.8,1,2,5,2005,Classic Cars,169,Large
10419,35,100,6,5926.9,1,2,5,2005,Classic Cars,169,Medium
10105,38,100,13,4330.1,1,1,2,2003,Trains,100,Medium
10117,21,95.8,7,2011.8,1,2,4,2003,Trains,100,Small
10128,41,100,4,4837.18,1,2,6,2003,Trains,100,Medium
10142,22,97.81,10,2151.82,1,3,8,2003,Trains,100,Small
10153,29,88.74,9,2573.46,1,3,9,2003,Trains,100,Small
10165,50,100,1,5344.5,1,4,10,2003,Trains,100,Medium
10177,29,100,11,3070.52,1,4,11,2003,Trains,100,Medium
10185,49,80.67,11,3952.83,1,4,11,2003,Trains,100,Medium
10196,35,100,3,3564.75,1,4,11,2003,Trains,100,Medium
10208,48,100,11,5614.56,1,1,1,2004,Trains,100,Medium
10221,23,80.67,5,1855.41,1,1,2,2004,Trains,100,Small
10232,48,95.8,8,4598.4,1,1,3,2004,Trains,100,Medium
10248,42,100,14,5082.42,0,2,5,2004,Trains,100,Medium
10273,47,100,15,5450.59,1,3,7,2004,Trains,100,Medium
10282,36,100,3,4174.92,1,3,8,2004,Trains,100,Medium
10293,22,100,6,2418.24,1,3,9,2004,Trains,100,Small
10306,40,91.76,11,3670.4,1,4,10,2004,Trains,100,Medium
10314,23,100,3,2481.7,1,4,10,2004,Trains,100,Small
10326,32,100,6,3807.68,1,4,11,2004,Trains,100,Medium
10336,21,100,7,2230.41,1,4,11,2004,Trains,100,Small
10350,41,93.04,2,3814.64,1,4,12,2004,Trains,100,Medium
10372,25,84.71,5,2117.75,1,1,1,2005,Trains,100,Small
10383,26,100,12,3340.48,1,1,2,2005,Trains,100,Medium
10396,24,89.75,4,2154,1,1,3,2005,Trains,100,Small
10108,26,68.35,9,1777.1,1,1,3,2003,Classic Cars,80,Small
10122,21,73.17,13,1536.57,1,2,5,2003,Classic Cars,80,Small
10135,45,78,10,3510,1,3,7,2003,Classic Cars,80,Medium
10147,36,86.04,10,3097.44,1,3,9,2003,Classic Cars,80,Medium
10159,21,81.21,5,1705.41,1,4,10,2003,Classic Cars,80,Small
10169,32,70.76,5,2264.32,1,4,11,2003,Classic Cars,80,Small
10181,30,82.82,17,2484.6,1,4,11,2003,Classic Cars,80,Small
10191,36,94.88,6,3415.68,1,4,11,2003,Classic Cars,80,Medium
10203,33,86.04,11,2839.32,1,4,12,2003,Classic Cars,80,Small
10211,35,78,5,2730,1,1,1,2004,Classic Cars,80,Small
10225,37,95.69,12,3540.53,1,1,2,2004,Classic Cars,80,Medium
10238,41,73.17,6,2999.97,1,2,4,2004,Classic Cars,80,Small
10252,20,76.39,2,1527.8,1,2,5,2004,Classic Cars,80,Small
10265,45,86.84,2,3907.8,1,3,7,2004,Classic Cars,80,Medium
10276,38,69.96,6,2658.48,1,3,8,2004,Classic Cars,80,Small
10287,43,70.76,15,3042.68,1,3,8,2004,Classic Cars,80,Medium
10300,49,78.8,8,3861.2,1,4,10,2003,Classic Cars,80,Medium
10310,27,80.41,13,2171.07,1,4,10,2004,Classic Cars,80,Small
10319,46,73.98,1,3403.08,1,4,11,2004,Classic Cars,80,Medium
10329,38,59.1,10,2245.8,1,4,11,2004,Classic Cars,80,Small
10342,25,66.74,5,1668.5,1,4,11,2004,Classic Cars,80,Small
10363,46,60.3,10,2773.8,1,1,1,2005,Classic Cars,80,Small
10378,22,100,4,2464,1,1,2,2005,Classic Cars,80,Small
10390,40,100,9,5491.6,1,1,3,2005,Classic Cars,80,Medium
10103,46,100,16,4791.82,1,1,1,2003,Vintage Cars,99,Medium
10111,39,100,4,4178.85,1,1,3,2003,Vintage Cars,99,Medium
10126,38,82.34,16,3128.92,1,2,5,2003,Vintage Cars,99,Medium
10139,30,100,5,3095.4,1,3,7,2003,Vintage Cars,99,Medium
10149,42,94.25,2,3958.5,1,3,9,2003,Vintage Cars,99,Medium
10163,43,100,6,4991.44,1,4,10,2003,Vintage Cars,99,Medium
10173,29,95.24,4,2761.96,1,4,11,2003,Vintage Cars,99,Small
10182,33,86.31,1,2848.23,1,4,11,2003,Vintage Cars,99,Small
10193,32,79.37,5,2539.84,1,4,11,2003,Vintage Cars,99,Small
10206,28,87.3,11,2444.4,1,4,12,2003,Vintage Cars,99,Small
10215,41,100,8,4555.92,1,1,1,2004,Vintage Cars,99,Medium
10227,33,100,1,3666.96,1,1,3,2004,Vintage Cars,99,Medium
10244,36,84.33,5,3035.88,1,2,4,2004,Vintage Cars,99,Medium
10257,26,89.29,5,2321.54,1,2,6,2004,Vintage Cars,99,Small
10280,34,100,7,3474.46,1,3,8,2004,Vintage Cars,99,Medium
10290,26,96.23,2,2501.98,1,3,9,2004,Vintage Cars,99,Small
10304,38,100,11,3958.46,1,4,10,2004,Vintage Cars,99,Medium
10312,33,100,8,3535.95,1,4,10,2004,Vintage Cars,99,Medium
10323,33,91.27,2,3011.91,1,4,11,2004,Vintage Cars,99,Medium
10333,46,100,2,11336.7,1,4,11,2004,Vintage Cars,99,Large
10347,26,100,12,2656.94,1,4,11,2004,Vintage Cars,99,Small
10357,25,100,3,2604.25,1,4,12,2004,Vintage Cars,99,Small
10369,45,73.08,4,3288.6,1,1,1,2005,Vintage Cars,99,Medium
10382,50,100,7,8935.5,1,1,2,2005,Vintage Cars,99,Large
10392,36,100,1,4035.96,1,1,3,2005,Vintage Cars,99,Medium
10108,29,100,8,4049.56,1,1,3,2003,Classic Cars,146,Medium
10122,21,100,12,2469.39,1,2,5,2003,Classic Cars,146,Small
10135,42,100,9,5432.7,1,3,7,2003,Classic Cars,146,Medium
10147,37,100,9,4405.22,1,3,9,2003,Classic Cars,146,Medium
10159,25,100,4,3638,1,4,10,2003,Classic Cars,146,Medium
10169,36,100,4,4444.92,1,4,11,2003,Classic Cars,146,Medium
10181,22,100,16,3395.48,1,4,11,2003,Classic Cars,146,Medium
10191,23,100,5,3414.58,1,4,11,2003,Classic Cars,146,Medium
10203,32,100,10,5127.04,1,4,12,2003,Classic Cars,146,Medium
10211,28,100,4,3745.28,1,1,1,2004,Classic Cars,146,Medium
10225,27,100,11,4564.08,1,1,2,2004,Classic Cars,146,Medium
10238,49,100,5,6554.24,1,2,4,2004,Classic Cars,146,Medium
10252,41,100,1,6749.83,1,2,5,2004,Classic Cars,146,Medium
10265,49,100,1,8427.02,1,3,7,2004,Classic Cars,146,Large
10276,30,100,5,3924.6,1,3,8,2004,Classic Cars,146,Medium
10287,40,100,14,6761.6,1,3,8,2004,Classic Cars,146,Medium
10300,23,100,7,3786.49,1,4,10,2003,Classic Cars,146,Medium
10310,49,100,12,6266.12,1,4,10,2004,Classic Cars,146,Medium
10320,25,100,5,3491,1,4,11,2004,Classic Cars,146,Medium
10330,37,100,3,4405.22,1,4,11,2004,Classic Cars,146,Medium
10342,55,100,7,6548.3,1,4,11,2004,Classic Cars,146,Medium
10355,23,100,7,3177.91,1,4,12,2004,Classic Cars,146,Medium
10363,24,100,11,4142.64,1,1,1,2005,Classic Cars,146,Medium
10378,43,96.49,10,4149.07,1,1,2,2005,Classic Cars,146,Medium
10390,50,100,1,7397,1,1,3,2005,Classic Cars,146,Large
10109,47,100,2,6241.6,1,1,3,2003,Classic Cars,141,Medium
10123,34,100,4,5331.88,1,2,5,2003,Classic Cars,141,Medium
10137,31,100,4,5124.3,1,3,7,2003,Classic Cars,141,Medium
10148,28,100,11,3639.44,1,3,9,2003,Classic Cars,141,Medium
10161,36,100,10,5544,1,4,10,2003,Classic Cars,141,Medium
10172,48,100,8,5493.12,1,4,11,2003,Classic Cars,141,Medium
10181,39,100,4,5785.26,1,4,11,2003,Classic Cars,141,Medium
10192,45,100,9,5340.6,1,4,11,2003,Classic Cars,141,Medium
10204,35,100,15,5735.8,1,4,12,2003,Classic Cars,141,Medium
10212,45,100,8,6357.6,1,1,1,2004,Classic Cars,141,Medium
10226,46,100,6,7343.9,1,1,2,2004,Classic Cars,141,Large
10240,37,100,1,5959.22,1,2,4,2004,Classic Cars,141,Medium
10253,31,100,3,4029.38,0,2,6,2004,Classic Cars,141,Medium
10266,33,100,4,5035.14,1,3,7,2004,Classic Cars,141,Medium
10278,31,100,4,4116.8,1,3,8,2004,Classic Cars,141,Medium
10287,27,100,2,4310.55,1,3,8,2004,Classic Cars,141,Medium
10301,39,100,6,6446.7,1,4,10,2003,Classic Cars,141,Medium
10311,32,100,11,3616.64,1,4,10,2004,Classic Cars,141,Medium
10321,28,100,8,4232.76,1,4,11,2004,Classic Cars,141,Medium
10331,26,67.91,12,1765.66,1,4,11,2004,Classic Cars,141,Small
10343,44,84.88,2,3734.72,1,4,11,2004,Classic Cars,141,Medium
10379,32,70.83,4,2266.56,1,1,2,2005,Classic Cars,141,Small
10419,43,100,3,5589.14,1,2,5,2005,Classic Cars,141,Medium
10108,43,67.77,12,2914.11,1,1,3,2003,Motorcycles,62,Small
10122,35,49.74,16,1740.9,1,2,5,2003,Motorcycles,62,Small
10135,45,50.36,13,2266.2,1,3,7,2003,Motorcycles,62,Small
10146,47,67.14,2,3155.58,1,3,9,2003,Motorcycles,62,Medium
10159,21,64.66,8,1357.86,1,4,10,2003,Motorcycles,62,Small
10169,38,68.39,8,2598.82,1,4,11,2003,Motorcycles,62,Small
10180,21,50.36,3,1057.56,1,4,11,2003,Motorcycles,62,Small
10191,43,72.74,9,3127.82,1,4,11,2003,Motorcycles,62,Medium
10211,46,54.09,8,2488.14,1,1,1,2004,Motorcycles,62,Small
